Name,Team,Position,Minutes Played,Goals,Assists,Shots,Shots On Target,Fouls Won,MAX
Albin Gashi,Virginia,Midfielder,1678,2,2,22,5,55,89
Gabriel Pacheco,Hofstra,Defender,1700,1,1,11,6,13,89
Owen Mikoy,Campbell,Defender,1575,1,1,9,3,10,89
Tate Johnson,North Carolina,Defender,1518,1,2,10,3,38,89
Bobby Pauly,SIUE,Defender,1691,0,0,2,0,18,89
Brady Treinen,UC Irvine,Defender,1645,0,5,14,6,5,89
Tim Timchenko,Iona,Defender,1695,1,2,15,7,11,89
Wan Kuzri Wan Kamal,Akron,Midfielder,1618,4,6,23,11,25,89
Liam Guske,Seton Hall,Defender,1576,1,0,2,2,10,89
Chay Strine,James Madison,Defender,1503,0,0,6,1,17,89
Fravolini Whitchurch,Princeton,Defender,1704,1,0,12,4,1,89
Luca Costabile,Maryland,Defender,1750,2,4,19,6,34,89
Theo Butterworth,Houston Christian,Defender,1605,1,2,11,4,10,89
Nikola Djordjevic,SMU,Midfielder,1590,1,5,24,9,48,89
Malik Henry,Akron,Midfielder,1651,2,9,17,9,11,89
Demian Alvarez,Seattle U,Defender,1720,1,1,13,5,17,89
Luke Goodman,UC Davis,Defender,1668,1,1,5,1,16,89
Aidan Martin,Cornell,Defender,1678,2,2,12,3,10,89
Alberto Anaya,Bowling Green,Midfielder,1653,3,9,35,15,47,89
Daniel Mangarov,Virginia,Midfielder,1715,2,8,34,10,39,89
Andrew Kamienski,UC Santa Barbara,Defender,1646,1,1,11,4,13,89
Nicholas Cavallo,UCLA,Defender,1639,1,2,9,4,13,89
Owen Zarnick,SMU,Defender,1874,4,0,14,7,6,89
Will Baker,Michigan,Defender,1706,0,0,7,2,11,89
Jakob Andersson,Wofford,Defender,1550,0,5,7,3,22,89
Justin Melly,Cornell,Defender,1679,0,0,1,1,12,89
Lukas Magnason,Clemson,Defender,1694,2,0,10,5,17,89
Sydney Wathuta,Vermont,Forward,1745,1,13,49,15,19,89
Kyle Cusimano,Bowling Green,Defender,1668,2,2,9,3,19,89
Pietro Grassi,UCLA,Defender,1635,0,1,5,1,12,89
Eoin Farrell,Hofstra,Midfielder,1551,4,0,9,6,23,89
Josh Maher,Indiana,Defender,1737,0,3,1,0,9,89
Lineker Rodrigues Dos Santos,Marshall,Forward,1938,15,5,55,28,28,89
Ryan Dunn,Charlotte,Defender,1455,2,2,10,5,13,89
Yaniv Bazini,Vermont,Forward,1783,14,2,72,34,33,89
Niklas Dossmann,San Jose St.,Defender,1875,0,0,2,1,10,89
Fletcher Bank,Stanford,Midfielder,1760,2,4,25,11,26,89
Kieran Chandler,UConn,Defender,1378,0,4,10,5,27,88
Niels Hartman,Vermont,Midfielder,1484,1,0,9,3,27,88
Jacopo Fedrizzi,Evansville,Midfielder,1636,4,6,20,7,28,88
Matthew Fisher,Michigan,Defender,1546,1,3,5,5,38,88
Hans Nesheim,UMBC,Defender,1554,1,9,14,6,12,88
Christian Bejar,Boston College,Defender,1497,1,1,21,6,10,88
Reid Roberts,San Francisco,Defender,1530,0,2,13,5,20,88
Daniel Krueger,Wake Forest,Defender,1524,1,0,11,4,21,88
Jake Roberts,Campbell,Defender,1485,1,0,10,4,34,88
Luis Sahmkow,Pittsburgh,Forward,1431,9,3,31,20,44,88
Slade Starnes,Furman,Defender,1449,1,4,12,4,19,88
Josh Adam,Michigan St.,Defender,1550,0,0,5,4,6,88
Julian Borja,Cal St. Fullerton,Defender,1727,0,0,7,1,15,88
Jack Mcgeechan,Rider,Midfielder,1789,3,1,16,4,22,88
Greyson Mercer,Western Mich.,Forward,1599,8,5,44,19,32,88
Samuel Sarver,Indiana,Forward,1632,5,8,47,19,40,88
Peleg Brown,UC Santa Barbara,Defender,1502,0,4,20,6,18,88
Laurie Goddard,Hofstra,Midfielder,1408,9,5,60,30,25,88
Luis Maestre,George Mason,Defender,1504,2,6,25,8,19,88
Liam Bennett,NC State,Defender,1511,0,5,7,2,11,88
Ulfur Bjornsson,Duke,Forward,1336,13,3,50,32,13,88
Magnus Kjoller,Wofford,Defender,1407,3,3,20,6,46,88
Lasse Kelp,UMBC,Defender,1530,1,1,18,6,34,88
Connor Miller,Cornell,Midfielder,1538,4,9,29,15,23,88
Taig Healy,NC State,Midfielder,1557,6,6,56,21,15,88
Momo Diop,Rider,Midfielder,1623,10,4,41,23,26,88
Paul Yeboah,Dayton,Defender,1551,0,0,9,0,22,88
Andrew Erickson,Rider,Midfielder,1812,0,0,5,4,11,88
Johan Hamel,UConn,Defender,1453,0,0,3,1,33,88
Emmanuel Hagan,UNC Greensboro,Defender,1489,0,0,8,1,5,88
Fernando Somolinos,Kansas City,Defender,1697,1,4,16,5,11,88
Jojo Ocran,UMBC,Defender,1580,0,1,3,1,22,88
Eric Howard,Georgetown,Midfielder,1828,1,3,15,7,10,88
William Kulvik,Maryland,Defender,1690,2,2,10,7,24,88
Titus Sandy Jr.,Clemson,Defender,1581,0,4,2,1,11,88
Ryder Barrett,Drake,Defender,1492,0,0,2,0,28,88
Beto Ydrach,Akron,Midfielder,1563,0,3,13,3,13,88
Nikola Markovic,NC State,Defender,1527,0,2,11,4,14,88
Nacho Diaz Barragan,Evansville,Forward,1716,8,2,43,24,62,88
Nic Muench,SIUE,Defender,1519,3,3,28,17,32,88
Luka Geishauser,CSU Bakersfield,Defender,1522,0,0,7,4,20,88
Nolan Miller,Michigan,Defender,1659,2,0,4,4,13,88
Gus Peacock,Bowling Green,Defender,1635,0,0,1,0,14,88
Jesper Moksnes,Duquesne,Defender,1529,0,2,9,2,8,88
Nicklas Lund,Oregon St.,Defender,1612,0,2,6,0,9,88
Jackson Gilman,Pittsburgh,Defender,1522,0,1,10,2,5,88
Adam Lundegard,Clemson,Defender,1561,0,2,8,4,21,88
Jake Shannon,UNCW,Defender,1810,1,2,12,7,18,88
Luis Bremaud,Dayton,Defender,1620,0,0,3,1,6,88
James Eliuda,George Mason,Midfielder,1594,2,5,32,7,31,88
Andrew Shaffer,Bowling Green,Midfielder,1621,2,9,19,12,12,88
Dylan Sumner,Mercyhurst,Midfielder,1517,8,6,53,25,19,87
Mathias Baucher,Kansas City,Midfielder,1381,1,1,8,3,38,87
Andrija Savic,Creighton,Defender,1605,1,0,9,4,12,87
David Ismail,Vermont,Forward,1590,3,4,32,11,18,87
Otto Ollikainen,West Virginia,Midfielder,1513,0,0,16,3,37,87
Will Cleary,Stanford,Midfielder,1600,0,4,15,3,13,87
Alex Nitzl,Maryland,Defender,1662,1,2,4,1,13,87
Nigel Prince,Northwestern,Defender,1510,2,0,9,4,13,87
Francesco Chiappo,LIU,Defender,1701,1,1,13,5,8,87
Santiago Blasco,Bryant,Midfielder,1569,1,1,6,1,21,87
Elird Mero,Iona,Defender,1546,0,3,7,2,2,87
Mo Mohamed,Seattle U,Midfielder,1609,1,2,9,4,22,87
Carlos Hernando,West Virginia,Defender,1458,2,1,8,3,17,87
Alex Brown,Massachusetts,Defender,1478,1,1,1,1,8,87
Mike Willis,Massachusetts,Forward,1599,1,3,20,10,16,87
Taketo Onodera,Seattle U,Midfielder,1530,6,3,38,14,17,87
Gabe Dahlin,Monmouth,Defender,1404,1,2,14,2,18,87
Julian Jakopovic,St. John's (NY),Midfielder,1694,2,4,13,9,21,87
Chris Steinleitner,Maryland,Defender,1591,1,3,4,2,23,87
Bennett Painter,Bowling Green,Forward,1538,13,4,52,25,26,87
Javi Sanchez,George Mason,Defender,1529,3,4,12,7,9,87
Kevin Carmichael,California,Defender,1559,1,1,9,3,10,87
Anthony Hernandez,Bowling Green,Midfielder,1556,0,3,18,4,19,87
Max Fisher,Gardner-Webb,Defender,1607,4,2,24,11,23,87
Jack-Ryan Jeremiah,Penn,Midfielder,1581,4,4,19,6,19,87
Agustin Resch,Seton Hall,Defender,1452,1,0,15,5,10,87
Brevyn Cole,Kansas City,Defender,1554,1,3,12,5,25,87
Fabian Overkamp,Robert Morris,Defender,1669,1,0,12,4,4,87
Sam Keogan,LIU,Defender,1778,0,0,9,3,9,87
Brendan Lambe,Virginia,Midfielder,1565,1,1,13,3,15,87
Mylo Hall,Hofstra,Midfielder,1414,0,2,5,2,20,87
Thomas Lamaille,St. John's (NY),Defender,1415,1,3,21,9,22,87
Dylan Steely,Belmont,Defender,1488,3,1,23,10,24,87
Kamran Acito,Duke,Defender,1439,0,2,5,2,20,87
Tristan Viviani,San Diego St.,Defender,1496,1,1,15,6,36,87
Andrew Ortiz,Massachusetts,Midfielder,1462,5,3,20,8,22,87
Frederik Jorgensen,West Virginia,Defender,1437,0,6,17,5,18,87
Andrew De Gannes,Oregon St.,Defender,1564,0,3,6,4,10,87
Jordi Sanchez,George Mason,Defender,1518,1,5,7,2,8,87
Ivan Agyaakwah,Furman,Midfielder,1690,4,3,21,6,38,87
Nacho Diaz-Caneja,Evansville,Defender,1444,2,1,14,3,62,87
Javier Montava,George Mason,Midfielder,1582,2,4,10,3,31,87
Tarik Pannholzer,Marshall,Forward,1665,3,5,27,11,28,87
Bryce Blevins,Michigan,Midfielder,1832,5,9,31,12,17,87
Josh Francombe,Lindenwood,Midfielder,1659,1,2,19,5,24,87
Michael Sullivan,Pittsburgh,Midfielder,1431,1,0,13,3,13,87
Josef Hefele,UNCW,Defender,1655,4,0,9,5,11,87
Guillaume Vacter,UConn,Defender,1410,1,0,2,1,7,87
Owen Smith,Western Mich.,Midfielder,1395,6,17,24,14,42,87
Jacob Blackwin,Colgate,Defender,1678,1,2,7,3,12,87
Cooper Nunn,American,Defender,1660,1,0,3,3,8,87
Rochaine Baker,UIW,Defender,1542,1,0,5,2,6,87
Ben Sheffield,Bucknell,Defender,1543,2,1,9,6,3,87
Daniel D'Ippolito,Fordham,Midfielder,1536,14,7,73,36,2,87
Gonzalez Fernandez,Iona,Midfielder,1581,9,3,54,26,2,87
Olle Brorsson,Monmouth,Defender,1430,0,1,4,1,9,87
Bernardo Prego,Providence,Defender,1456,0,4,6,1,18,87
Liam Harrington,Grand Canyon,Defender,1620,0,0,1,1,11,87
Trace Terry,Bowling Green,Forward,1497,12,5,61,32,26,87
Umberto Pel,Virginia,Midfielder,1515,1,1,15,5,39,87
Braxton Arpachinda,Western Mich.,Defender,1443,3,2,18,10,8,87
Grady Easton,Saint Louis,Defender,1466,1,1,8,3,14,87
Tommy Mihalic,Indiana,Forward,1544,10,5,60,19,25,87
Tom Dobek-Pietrowski,Utah Valley,Defender,1569,0,0,4,1,14,87
Alex Harris,Cornell,Forward,1464,19,5,86,48,20,87
Lucas Fernandez-Kim,UC Davis,Midfielder,1668,1,6,17,7,42,87
So Nishikawa,Green Bay,Defender,1543,2,3,25,7,26,87
Antonio Biggs,St. John's (NY),Defender,1465,1,1,14,5,10,87
Andrew Johnson,Cornell,Defender,1535,2,0,8,3,12,87
Olafur Floki Stephensen,Virginia Tech,Defender,1428,2,1,16,5,15,87
Thiago Cagna,Iona,Midfielder,1570,2,10,32,8,44,87
Alec Hughes,Massachusetts,Forward,1561,16,1,61,32,19,87
Max Viera,Georgetown,Defender,1286,0,4,29,7,23,86
Casper Grening,Pittsburgh,Midfielder,1330,6,4,39,14,12,86
Devonte Richards,Central Ark.,Defender,1447,7,5,49,25,23,86
Oliver Rhoades,San Diego,Midfielder,1507,3,2,23,9,18,86
Ryan Baer,West Virginia,Midfielder,1491,0,1,6,2,16,86
Jackson Kim,Memphis,Defender,1529,0,0,13,8,17,86
Josh Ramsey,Notre Dame,Defender,1469,0,1,5,2,16,86
Pere Belmonte,Oregon St.,Midfielder,1503,2,3,29,8,28,86
Connor Mucchetti,Elon,Midfielder,1491,3,0,14,6,15,86
Beau Yantz,High Point,Defender,1419,1,2,15,3,11,86
Louis Lehr,Fordham,Midfielder,1575,2,3,14,5,26,86
Alioune Ka,Cornell,Forward,1409,8,3,40,23,21,86
Oje Ofunrein,Denver,Forward,1362,9,1,31,14,41,86
Alan Martinez,LIU,Midfielder,1753,5,3,46,20,32,86
Arnau Farnos,Oregon St.,Midfielder,1446,9,3,51,18,31,86
Bryant Mayer,Northwestern,Defender,1405,0,7,3,1,9,86
Jai Hsieh-Bailey,Marquette,Defender,1451,0,0,5,2,18,86
Moritz Gundelach,Boston College,Defender,1409,1,0,4,3,14,86
Luke Hutzell,Furman,Midfielder,1632,1,4,16,2,27,86
Jack Birch,UNC Greensboro,Midfielder,1514,2,2,12,5,6,86
Ryan Wrobleski,Western Ill.,Defender,1621,0,1,7,3,11,86
Nk Tima,FDU,Defender,1727,3,0,7,3,19,86
Antonio Illuminato,Clemson,Midfielder,1332,4,4,19,7,25,86
Jared Smith,Seton Hall,Defender,1352,4,1,25,14,11,86
Yanis Lelin,James Madison,Defender,1297,4,0,22,12,23,86
Dale Lepper,Colgate,Defender,1569,0,0,1,1,8,86
Willie Cardona,Virginia Tech,Defender,1421,0,2,3,0,14,86
Richy Lapointe-Guevara,Seattle U,Defender,1347,4,3,36,16,22,86
Brogan Townsend,Saint Louis,Midfielder,1612,0,1,5,1,13,86
Tyler Trimnal,Clemson,Forward,1256,6,4,45,20,26,86
Logan Longo,Memphis,Defender,1480,4,3,11,7,17,86
Jesus Barea,Missouri St.,Forward,1382,15,4,81,50,34,86
Henrique Santos,NC State,Midfielder,1446,3,3,32,15,27,86
Mohammed Seidu,High Point,Defender,1429,1,1,10,3,23,86
Nikos Clarke-Tosczak,Rhode Island,Defender,1440,0,2,4,2,52,86
Riley Clothier,Belmont,Defender,1416,0,1,14,2,19,86
Tanner Dutra,Utah Tech,Defender,1620,1,0,2,2,6,86
Leo Andrade,Gardner-Webb,Defender,1626,4,1,13,4,25,86
Nacho Garcia,Evansville,Defender,1487,1,1,5,3,20,86
Tarun Karumanchi,UCLA,Midfielder,1458,0,0,10,4,16,86
Zach Bohane,Stanford,Midfielder,1432,5,3,49,21,34,86
Baptiste Boit,Oral Roberts,Defender,1440,1,0,5,4,6,86
Robert Myrick,La Salle,Defender,1472,0,0,1,0,20,86
Jackson Kirsch,Drake,Midfielder,1480,2,2,27,11,21,86
Eric Svensson,Siena,Defender,1418,1,1,8,3,11,86
Ezra White,Col. of Charleston,Midfielder,1428,1,10,22,8,28,86
Nico Kross,ETSU,Defender,1505,0,1,3,2,7,86
Josh Hardin,Akron,Defender,1428,0,1,3,0,16,86
Sinan Solmaz,CSU Bakersfield,Defender,1440,1,0,8,2,18,86
Chambron Pinho,SMU,Defender,1366,6,6,45,16,26,86
Thomas Gilej,Ohio St.,Defender,1339,1,1,20,7,11,86
Callum Frogson,Fla. Atlantic,Defender,1397,1,2,5,3,19,86
Ryan Zellefrow,Vermont,Forward,1488,2,2,29,10,46,86
Jose Vivas,Evansville,Midfielder,1497,1,5,36,13,39,86
Julian Beban,Holy Cross,Defender,1459,1,3,12,6,6,86
Jack Jasinski,Princeton,Midfielder,1594,1,9,13,3,22,86
Jed Dixon,Fordham,Defender,1657,1,1,6,3,12,86
Kyle Genenbacher,Notre Dame,Defender,1461,2,2,7,3,9,86
Jonathan Grado,Cal St. Fullerton,Midfielder,1574,1,4,8,3,16,86
Giampaolo Nardi,Gardner-Webb,Midfielder,1622,1,2,11,4,30,86
Ben Do,Penn,Defender,1345,0,2,9,5,19,86
Jose Perez,Wake Forest,Midfielder,1558,2,0,20,7,15,86
Axel Alejandre,UNC Greensboro,Midfielder,1569,0,0,0,0,9,86
Josiah Blanton,James Madison,Defender,1350,2,1,10,3,4,86
Zach Gardner,Siena,Midfielder,1612,4,1,26,14,29,86
Sebastian Hernandez,Portland,Defender,1531,1,1,13,6,8,86
Natnael Mcdonald,Mercer,Midfielder,1597,0,2,6,2,5,86
Elijah Bishop,Central Ark.,Defender,1609,1,1,4,1,12,86
Evan Wellerstein,UC San Diego,Defender,1615,1,0,9,4,18,86
Carlo Cavalar,Binghamton,Defender,1452,0,3,9,1,16,86
Reid Fisher,San Diego St.,Defender,1509,1,2,10,3,22,86
Mark O'Neill,Creighton,Midfielder,1486,3,2,9,5,24,85
Viggo Gustavsson,Grand Canyon,Defender,1454,0,1,3,1,6,85
Kevin Ruiz,FDU,Defender,1582,0,1,8,3,10,85
Joshua Saavedra,LIU,Midfielder,1676,1,3,23,4,30,85
Edrey Caceres,UCLA,Midfielder,1387,6,2,30,13,11,85
Zack Lillington,UC Davis,Midfielder,1489,1,4,25,5,21,85
Trey Sheeler,Lehigh,Defender,1593,1,1,10,6,5,85
Eamon Moylan,Davidson,Defender,1599,1,0,4,2,18,85
Scott Mcleod,VCU,Defender,1431,0,0,4,0,16,85
Gabriel Bracken Serra,San Francisco,Midfielder,1426,4,5,39,20,32,85
Daniel Osei-Tutu,Campbell,Defender,1305,1,0,18,5,19,85
Ashton Kamdem,Akron,Defender,1323,0,2,6,1,14,85
Nick Wanzer,Mercer,Midfielder,1509,0,4,15,4,16,85
Angel Iniguez,San Jose St.,Midfielder,1649,10,7,52,31,39,85
Roman Torres,Creighton,Midfielder,1427,3,2,11,8,25,85
Rio Onwumere,Binghamton,Defender,1440,0,0,4,0,7,85
Max Andrews,Boston College,Defender,1347,1,2,5,3,5,85
Avery Huggins,Cal St. Fullerton,Defender,1514,0,0,3,1,18,85
Blaize Hardy,Duquesne,Defender,1368,1,1,6,1,8,85
Carter Hensley,Virginia Tech,Midfielder,1389,1,2,18,3,18,85
Quentin Clain,George Mason,Midfielder,1377,5,4,43,19,21,85
Brendan Krueger,High Point,Midfielder,1375,6,8,17,10,16,85
Anderson Rosa,UCF,Defender,1350,2,5,30,10,24,85
Andre Cutler-Dejesus,Syracuse,Defender,1440,1,1,7,3,23,85
Chris Cushing,Col. of Charleston,Midfielder,1379,1,3,10,4,33,85
Jack Lucas,Bucknell,Defender,1315,3,4,25,10,9,85
Jeremy Sharp,Michigan St.,Defender,1279,0,1,19,7,16,85
Josh Gordon,Kentucky,Defender,1366,0,5,14,4,13,85
Josh Kenworthy,UC Irvine,Defender,1432,0,0,6,0,2,85
Ryan Manna,Elon,Midfielder,1415,2,4,18,6,27,85
Schinieder Mimy,Oral Roberts,Defender,1352,0,1,10,4,11,85
Zach Zengue,Georgetown,Midfielder,1464,3,7,45,15,38,85
Leo Lemoine,George Mason,Defender,1423,2,0,6,3,5,85
Jamie Orson,Yale,Defender,1425,0,1,8,3,28,85
Ryan Berghauer,Milwaukee,Defender,1406,2,0,10,6,11,85
Isaac Johnson,Lindenwood,Defender,1395,1,0,19,9,5,85
Marqes Muir,Kentucky,Midfielder,1421,0,2,3,1,22,85
Siddiq Lezzar,CSUN,Defender,1505,0,0,9,5,22,85
Jack Wagner,Indiana,Midfielder,1386,0,2,9,4,27,85
Enzo Gindro,Oral Roberts,Defender,1398,1,0,2,1,10,85
Sam Zeeman,Houston Christian,Defender,1388,4,1,6,4,9,85
Youri Senden,UCLA,Defender,1384,0,1,0,0,7,85
Jose Olmos,Portland,Defender,1426,1,2,8,3,13,85
Bryce Boneau,Notre Dame,Midfielder,1384,1,8,14,6,17,85
Andre Philibbosian,Seattle U,Midfielder,1403,2,3,14,3,27,85
Daniel Longo,UNC Greensboro,Midfielder,1467,1,1,5,2,18,85
Liam Winograd,Colgate,Defender,1503,1,0,6,2,6,85
Tyler Trusner,LMU (CA),Defender,1438,0,1,9,4,18,85
Jake Shaked,CSUN,Defender,1519,1,0,8,3,7,85
Louis Hiepen,UNLV,Defender,1530,2,0,7,3,10,85
Enzo Newman,Oregon St.,Forward,1600,0,6,11,1,17,85
Majaliwa Msabaha,Elon,Midfielder,1470,0,0,7,3,22,85
Ross Johnstone,High Point,Midfielder,1406,5,0,26,9,12,85
Harrison Shaw,Utah Tech,Defender,1510,0,0,3,1,11,85
Archie Mcdonnell,SIUE,Defender,1390,0,0,6,3,10,85
Papa Sow,LIU,Midfielder,1691,2,2,15,5,13,85
Rylan Smith,San Francisco,Defender,1380,0,0,3,0,15,85
Amoni Thomas,Wake Forest,Defender,1312,0,3,11,4,27,85
Max Rogers,Maryland,Midfielder,1540,4,9,36,15,23,85
Andrew Goldsworthy,South Carolina,Defender,1403,0,2,4,1,7,85
Andre Ochoa,UCLA,Forward,1463,2,1,28,12,19,85
Nick Relerford,Cal St. Fullerton,Defender,1434,1,0,8,4,33,85
Jack O'Malley,Hofstra,Defender,1393,1,0,2,1,20,85
Zach Sauer,UNCW,Midfielder,1714,1,1,8,3,11,85
David Cox,Milwaukee,Midfielder,1506,0,2,5,1,30,85
Mitch Ferguson,Notre Dame,Defender,1393,2,3,9,4,8,85
Brock Frasier,Holy Cross,Defender,1427,1,0,6,3,9,85
Will Eby,Michigan St.,Defender,1337,1,0,8,3,8,85
Bastian Hatcher,Monmouth,Defender,1309,2,1,9,4,19,85
David Houja,FIU,Defender,1540,1,0,5,1,10,85
Alexis Ledoux,UC Santa Barbara,Forward,1647,14,5,56,26,30,85
Edgar Correia,Central Ark.,Defender,1530,0,1,1,0,16,85
Teva Lossec,Campbell,Defender,1256,2,3,24,10,24,85
Wahabu Musah,Clemson,Forward,1224,6,4,42,16,15,85
Thomas Gray,Fordham,Defender,1508,1,3,11,3,8,85
Baraka Tarleton,Evansville,Midfielder,1488,2,0,11,4,17,85
Leevi Swearengen,Western Ill.,Defender,1592,0,0,3,1,16,85
Austin Holtebeck,Drake,Midfielder,1400,0,2,1,0,9,84
Brock Pope,SMU,Defender,1359,1,1,13,6,13,84
Luke Yates,Binghamton,Defender,1341,3,2,12,7,11,84
Grant Mcintosh,Duquesne,Defender,1302,0,2,6,1,10,84
Theo Da Silva,Rider,Midfielder,1414,3,5,20,9,14,84
Marko Borkovic,Ohio St.,Midfielder,1158,5,5,44,20,29,84
Jonah Fogel,American,Defender,1425,0,2,2,0,10,84
Adam Luckhurst,Duke,Forward,1163,11,2,41,23,11,84
Shuntaro Endo,UTRGV,Defender,1402,0,0,9,4,8,84
Carles Zomeno,SIUE,Midfielder,1487,1,0,13,6,31,84
Troy Elgersma,American,Midfielder,1590,2,7,35,11,29,84
Wyatt Lewis,Notre Dame,Midfielder,1291,2,1,15,6,16,84
Sam Layton,Syracuse,Midfielder,1416,1,1,8,2,18,84
Dren Dobruna,Siena,Defender,1206,2,10,14,3,24,84
Kyle Folds,Cleveland St.,Midfielder,1529,0,0,4,2,10,84
Sergio Ors Navarro,West Virginia,Forward,1497,15,4,71,29,13,84
Jaden Prado,Northeastern,Defender,1333,0,3,7,3,14,84
Anass Hadran,Robert Morris,Midfielder,1316,4,7,31,17,40,84
Nicholas Shirley,American,Defender,1395,1,1,11,5,11,84
Jad Benjelloun,Iona,Midfielder,1357,2,4,17,9,40,84
Ede Gramberg,Fordham,Forward,1409,2,1,21,10,16,84
Mekhi Wright,Lindenwood,Defender,1364,1,0,10,5,11,84
Thore Boehm,Omaha,Midfielder,1465,0,0,4,2,17,84
Samuel Idinge,Queens (NC),Defender,1620,1,1,7,3,10,84
Vicente Ayala,San Diego,Midfielder,1394,0,1,13,4,9,84
Lucio Berron,Creighton,Midfielder,1411,0,1,13,1,22,84
Jack Lewis,Louisville,Midfielder,1365,1,3,11,3,21,84
Ethan Ballek,South Carolina,Midfielder,1296,9,4,50,23,26,84
Teagan Dunne,Old Dominion,Defender,1350,0,0,2,1,9,84
Camron Boumsong,St. John's (NY),Defender,1286,0,1,22,6,16,84
Jonah Bigger,South Carolina,Midfielder,1350,2,4,9,5,16,84
Joseph Picotto,UMBC,Midfielder,1416,4,2,26,13,50,84
Peter Kingston,Washington,Midfielder,1442,6,5,31,18,21,84
Jack Clarkson,UNCW,Midfielder,1579,1,6,24,8,17,84
Cole Werthmuller,Wright St.,Forward,1268,10,3,40,21,32,84
Tiago Campos,Gardner-Webb,Midfielder,1427,0,3,19,8,37,84
Christoffer Vie,Duquesne,Defender,1324,1,0,5,3,9,84
Mathias Yohannes,Virginia Tech,Midfielder,1365,0,2,10,3,9,84
Jackson D'Alessandro,UC Riverside,Defender,1373,1,4,5,3,31,84
Charlie Dickerson,Bradley,Defender,1382,2,1,10,4,33,84
Chimere Omeze,Syracuse,Defender,1306,3,1,17,8,22,84
Aj Meade-Tatum,UC Riverside,Defender,1350,0,1,7,1,31,84
Nathan Rodrigues,LMU (CA),Defender,1396,1,0,5,4,4,84
Mathis Haugen,South Fla.,Defender,1399,1,1,4,2,22,84
Israel Carrillo,San Diego St.,Defender,1412,0,1,2,1,13,84
Sahai Williams,Omaha,Defender,1404,0,0,1,1,7,84
Sebastian Nava,Portland,Midfielder,1485,3,7,34,12,18,84
Daniel Moore,Charlotte,Defender,1190,0,3,10,3,24,84
Jesus De Vicente,UIC,Defender,1517,1,4,25,7,27,84
Adrian Jogerst,CSU Bakersfield,Midfielder,1440,3,0,24,8,16,84
Farhan Moustafa,Gonzaga,Defender,1482,0,0,9,5,15,84
Patrick Short,Drexel,Midfielder,1296,5,10,37,9,31,84
Erick Serrano,Cal St. Fullerton,Midfielder,1396,5,6,32,12,18,84
Erik Reis,Monmouth,Midfielder,1381,6,3,37,19,26,84
Austin Yowell,Bellarmine,Defender,1358,2,4,13,8,11,84
Connor Bagdon,Holy Cross,Defender,1389,0,2,0,0,5,84
Leonardo Ambrosio,Col. of Charleston,Midfielder,1275,9,7,47,24,3,84
Omar Yehya,Utah Valley,Midfielder,1448,12,3,51,22,23,84
Thomas Vold,Northeastern,Defender,1303,0,1,10,2,17,84
Ashwin Menon,Duquesne,Defender,1312,0,1,8,2,8,84
Sohma Ichikawa,Central Ark.,Midfielder,1448,2,5,11,6,11,84
Trey Gardiner,Virginia Tech,Defender,1319,1,1,8,5,5,84
Marco Silva,Marshall,Midfielder,1355,5,2,18,13,3,84
Victor Gaulmin,Akron,Midfielder,1284,5,9,34,12,14,84
Jackson Castro,Creighton,Midfielder,1331,9,7,42,19,21,84
Bryan Gutierrez,Sacramento St.,Defender,1479,0,0,10,5,13,84
Richie Aman,Washington,Midfielder,1463,2,3,33,12,29,84
William Nilsson,South Carolina,Defender,1291,2,1,14,9,18,84
Albert Thorsen,Pittsburgh,Forward,1262,7,3,34,16,4,84
Matthew Roou,Notre Dame,Forward,1281,14,4,52,28,16,84
Jake Bergin,Bowling Green,Midfielder,1324,1,2,8,3,19,84
Fynn Geigle,High Point,Defender,1313,0,0,8,2,25,84
Paul Danner,Jacksonville,Defender,1370,0,2,4,1,16,84
Scott Vatne,Elon,Midfielder,1294,10,7,45,21,16,84
Carlos Trott,Liberty,Defender,1365,1,0,10,4,7,84
Malik Sylvester,Oakland,Defender,1420,1,0,6,1,11,84
Jace Foster,Oakland,Defender,1358,0,2,16,2,26,84
Yasha Schaerer,SIUE,Midfielder,1508,3,9,42,19,24,84
Callum Cleary,Mercyhurst,Midfielder,1380,0,0,8,2,23,84
Jason Hsu,UC Davis,Defender,1267,0,1,6,2,4,83
Carlos Leatherman,Saint Louis,Midfielder,1388,0,3,6,1,34,83
Jason Bucknor,Michigan,Defender,1281,6,1,23,10,15,83
Wade Stinson,Northern Ky.,Defender,1408,1,1,9,2,8,83
Osei Gyamfi,UNCW,Midfielder,1457,2,5,34,9,56,83
Alvaro Gironda,Santa Clara,Defender,1323,0,1,6,2,11,83
Takahiro Fujita,Marshall,Defender,1202,1,2,15,4,8,83
Ashton Bilow,Ohio St.,Midfielder,1153,2,5,30,10,20,83
Beto Apolinar,San Diego St.,Midfielder,1562,0,4,9,2,15,83
Bo Cummins,Wake Forest,Defender,1269,0,0,10,2,13,83
Drew Kerr,Duke,Midfielder,1159,5,10,27,9,16,83
Kyle Halehale,Mercyhurst,Midfielder,1341,1,0,6,2,8,83
Marcus Caldeira,West Virginia,Forward,1408,11,1,63,30,19,83
Lukas Hackaa,Fordham,Midfielder,1320,4,1,31,14,34,83
Alistair Danjon,Ga. Southern,Defender,1413,0,0,14,6,19,83
Dylan Borso,Wake Forest,Midfielder,1311,4,4,40,22,27,83
